,Country,1/2/3 PD,Audience Type Category,Vehicle,Spend
646,United States,CRM-1PD CRM,CRM-1PD CRM,Lead Generation,84024.7060003
647,United States,CRM-1PD CRM,CRM-1PD CRM,Video,15345.748409
648,United States,CTV-3PD RETARGET EXPOSED,CTV-3PD RETARGET EXPOSED,Audio,13899.414679
649,United States,CTV-3PD RETARGET EXPOSED,CTV-3PD RETARGET EXPOSED,CTV,81145.714834
650,United States,DIGITAL-3PD RETARGET EXPOSED,DIGITAL-3PD RETARGET EXPOSED,Display,49512.6581155
651,United States,DIGITAL-3PD RETARGET EXPOSED,DIGITAL-3PD RETARGET EXPOSED,Display Mobile,30591.361884
652,United States,DMP-3PD AUDIENCE,DMP-3PD AUDIENCE,Audio,371997.51096199
653,United States,DMP-3PD AUDIENCE,DMP-3PD AUDIENCE,CTV,576993.680945
654,United States,DMP-3PD AUDIENCE,DMP-3PD AUDIENCE,Display,381414.060876167
655,United States,DMP-3PD AUDIENCE,DMP-3PD AUDIENCE,Video,48243.53701693
656,United States,DMP-3PD LAL,DMP-3PD LAL,Display,39713.08656259
657,United States,DMP-3PD LAL,DMP-3PD LAL,Display Mobile,6525.194935
658,United States,DMP-3PD LAL,DMP-3PD LAL,Video,6419.635251
659,United States,DOMAIN-3PD CONTEXTUAL,DOMAIN-3PD CONTEXTUAL,CTV,510970.66656
660,United States,DOMAIN-3PD CONTEXTUAL,DOMAIN-3PD CONTEXTUAL,Display,370022.5699942
661,United States,DOMAIN-3PD CONTEXTUAL,DOMAIN-3PD CONTEXTUAL,Lead Generation,14350.2
662,United States,DOMAIN-3PD CONTEXTUAL,DOMAIN-3PD CONTEXTUAL,Video,79599.01999999999
663,United States,IN MARKET-3PD BEHAVIOR,IN MARKET-3PD BEHAVIOR,Display,178263.231163405
664,United States,IN MARKET-3PD BEHAVIOR,IN MARKET-3PD BEHAVIOR,Display Mobile,47628.376199
665,United States,IN MARKET-3PD BEHAVIOR,IN MARKET-3PD BEHAVIOR,Video,320148.581942
666,United States,IN MARKET-3PD CONTEXTUAL,IN MARKET-3PD CONTEXTUAL,Display,75820.781245
667,United States,IN MARKET-3PD CONTEXTUAL,IN MARKET-3PD CONTEXTUAL,Display Mobile,36237.193238001
668,United States,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display,100836.58078064
669,United States,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display Mobile,14736.303197000001
670,United States,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Video,20548.848534
671,United States,LAPSED-1PD PIXEL,LAPSED-1PD PIXEL,Display,208.035665
672,United States,LAPSED-1PD PIXEL,LAPSED-1PD PIXEL,Display Mobile,1785.374449
673,United States,LAPSED-1PD PIXEL,LAPSED-1PD PIXEL,Video,161.147669
674,United States,Other / NON DMP Audience,KCT-SEARCH,Display,58674.2
675,United States,Other / NON DMP Audience,RON-PMP,Display,0.0
676,United States,Other / NON DMP Audience,ROS-PMP,Display,2914.61
677,United States,Other / NON DMP Audience,SPONSORSHIP,Display,179855.76
678,United States,Other / NON DMP Audience,SPONSORSHIP,Video,429580.18
679,United States,PIXEL-3PD LAL,PIXEL-3PD LAL,Display,45946.331631185
680,United States,PIXEL-3PD LAL,PIXEL-3PD LAL,Display Mobile,20848.103709
681,United States,PUBLISHER-2PD,PUBLISHER-2PD,Audio,151481.19684
682,United States,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Display,5954993.131576122
683,United States,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Display Mobile,713196.19465808
684,United States,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Video,603790.3014753
685,United States,ROS-3PD PMP,ROS-3PD PMP,Display,0.0
686,United States,ROS-PMP,ROS-PMP,Display,26902.37745
687,United States,SITE IN MARKET-3PD BEHAVIOR,SITE IN MARKET-3PD BEHAVIOR,Display,112894.7276759
688,United States,SITE IN MARKET-3PD BEHAVIOR,SITE IN MARKET-3PD BEHAVIOR,Display Mobile,55167.46233103
689,United States,VIDEO-3PD RETARGET EXPOSED,VIDEO-3PD RETARGET EXPOSED,Audio,16431.985747
690,United States,VIDEO-3PD RETARGET EXPOSED,VIDEO-3PD RETARGET EXPOSED,CTV,34624.391739
691,United States,VIDEO-3PD RETARGET EXPOSED,VIDEO-3PD RETARGET EXPOSED,Video,18164.619463
